上报收费站ID,上报收费站名称,上报收费归属省份,上报收费站经度,上报收费站纬度,电子地图收费站ID,电子地图ID,电子地图收费站名称,电子地图收费站归属省份,电子地图收费经度,电子地图收费站纬度,互联网地图1收费站ID,互联网地图1收费站名称,互联网地图1收费站归属省份,互联网地图1收费站经度,互联网地图1收费站纬度,确认收费站ID,确认收费站名称,确认收费站归属省份,确认收费站类型,确认收费站经度,确认收费站纬度,确认数据经纬度来源（0：互联网1；    1：上报收费站；2：电子地图；3:缺失）
G0045130040040,头沟,hebei,118.060327,41.151764,G0045130040040,2110055234,头沟收费站,hebei,118.06064,41.15121,G0045130040040,头沟收费站,HE_BEI,118.060641,41.151248,G0045130040040,头沟收费站,hebei,RAMP_PLAZA,118.060641,41.151248,0
G0022130010010,冀鲁界,hebei,115.2017,36.32068,G0022130010010,,,,,,G0022130010010,冀鲁界收费站,HE_BEI,115.695393,36.884682,G0022130010010,冀鲁界收费站,hebei,PROVINCE_STATION_COMMON,115.695393,36.884682,0
G0045130040030,两家,hebei,118.040542,41.30096,G0045130040030,2110055236,两家收费站,hebei,118.04654,41.30307,G0045130040030,两家收费站,HE_BEI,118.046498,41.303061,G0045130040030,两家收费站,hebei,RAMP_PLAZA,118.046498,41.303061,0
G0020130010030,赵村,hebei,115.463078,37.209352,G0020130010030,2110060397,赵村收费站,hebei,115.4692,37.20996,G0020130010030,赵村收费站,HE_BEI,115.469183,37.210031,G0020130010030,赵村收费站,hebei,RAMP_PLAZA,115.469183,37.210031,0
G0020130010050,新河,hebei,115.198373,37.491957,G0020130010050,2110019194,新河收费站,hebei,115.20435,37.4928,G0020130010050,新河收费站,HE_BEI,115.204452,37.492854,G0020130010050,新河收费站,hebei,RAMP_PLAZA,115.204452,37.492854,0
S0072130010030,内丘南,hebei,114.506895,37.169187,S0072130010030,2110061762,内丘南收费站,hebei,114.51294,37.16946,S0072130010030,内丘南收费站,HE_BEI,114.512773,37.169751,S0072130010030,内丘南收费站,hebei,RAMP_PLAZA,114.512773,37.169751,0
G7521520010020,龙坪,guizhou,,,G7521520010020,,,,,,G7521520010020,龙坪收费站,GUI_ZHOU,107.027654,27.552577,G7521520010020,龙坪收费站,guizhou,RAMP_PLAZA,107.027654,27.552577,0
G0085500010044,静观,chongqing,29.921523,106.584596,G0085500010044,,,,,,G0085500010044,静观收费站,CHONG_QING,106.586062,29.915764,G0085500010044,静观收费站,chongqing,RAMP_PLAZA,106.586062,29.915764,0
G0005510440030,白马,sichuan,,,G0005510440030,2110034675,白马收费站,sichuan,104.45061,31.26948,G0005510440030,白马收费站,SI_CHUAN,104.450645,31.269436,G0005510440030,白马收费站,sichuan,RAMP_PLAZA,104.450645,31.269436,0
G0005510060100,雅泸冕宁,sichuan,,,G0005510060100,,,,,,G0005510060100,冕宁收费站,SI_CHUAN,102.217556,28.553456,G0005510060100,冕宁收费站,sichuan,RAMP_PLAZA,102.217556,28.553456,0
G0093510020050,绵遂永兴,sichuan,,,G0093510020050,,,,,,G0093510020050,永兴收费站,SI_CHUAN,105.620315,30.571354,G0093510020050,永兴收费站,sichuan,RAMP_PLAZA,105.620315,30.571354,0
G2012640010040,孙家滩,ningxia,,,G2012640010040,2110003111,孙家滩收费站,ningxia,106.25526,37.50743,G2012640010040,孙家滩收费站,NING_XIA,106.255344,37.507333,G2012640010040,孙家滩收费站,ningxia,MAIN_LINE_PLAZA,106.255344,37.507333,0
G2012640010050,红寺堡,ningxia,,,G2012640010050,2110003160,红寺堡收费站,ningxia,106.07722,37.46003,G2012640010050,红寺堡收费站,NING_XIA,106.077184,37.460018,G2012640010050,红寺堡收费站,ningxia,MAIN_LINE_PLAZA,106.077184,37.460018,0
S0030640010040,金积,ningxia,,,S0030640010040,2110003119,金积收费站,ningxia,106.13525,37.92097,S0030640010040,金积收费站,NING_XIA,106.135173,37.921266,S0030640010040,金积收费站,ningxia,MAIN_LINE_PLAZA,106.135173,37.921266,0
G0015310020050,G15北青公路,shanghai,121.26145,31.20735,G0015310020050,,,,,,G0015310020050,北青公路收费站,SHANG_HAI,121.265425,31.199587,G0015310020050,北青公路收费站,shanghai,RAMP_PLAZA,121.265425,31.199587,0
S0019310010030,S19金山卫,shanghai,121.296515,30.741768,S0019310010030,,,,,,S0019310010030,金山卫收费站,SHANG_HAI,121.289888,30.735683,S0019310010030,金山卫收费站,shanghai,MAIN_LINE_PLAZA,121.289888,30.735683,0
G1501310050020,G1501塔闵公路,shanghai,121.162466,30.980157,G1501310050020,,,,,,G1501310050020,塔闵公路收费站,SHANG_HAI,121.166811,30.978088,G1501310050020,塔闵公路收费站,shanghai,RAMP_PLAZA,121.166811,30.978088,0
G3014650010070,福海工业园区匝道（阿尔达）,xinjiang,87.703772,47.172939,G3014650010070,,,,,,G3014650010070,福海收费站,XIN_JIANG,87.59641,47.092915,G3014650010070,福海收费站,xinjiang,RAMP_PLAZA,87.59641,47.092915,0
G3014650010140,百口泉,xinjiang,85.34649,45.960836,G3014650010140,2110056415,百口泉收费站,xinjiang,85.35271,45.96108,G3014650010140,百口泉收费站,XIN_JIANG,85.352671,45.961308,G3014650010140,百口泉收费站,xinjiang,RAMP_PLAZA,85.352671,45.961308,0
G3014650020020,天北,xinjiang,,,G3014650020020,2110044502,天北收费站,xinjiang,84.87756,44.47167,G3014650020020,天北收费站,XIN_JIANG,84.877257,44.471678,G3014650020020,天北收费站,xinjiang,,84.877257,44.471678,0
G3015650010030,乌雪特匝道,xinjiang,,,G3015650010030,,,,,,G3015650010030,乌雪特收费站,XIN_JIANG,84.250705,46.209695,G3015650010030,乌雪特收费站,xinjiang,RAMP_PLAZA,84.250705,46.209695,0
G0060360250030,梨温路广丰,jiangxi,,,G0060360250030,,,,,,G0060360250030,广丰收费站,JIANG_XI,118.139903,28.602872,G0060360250030,广丰收费站,jiangxi,RAMP_PLAZA,118.139903,28.602872,0
G0060360320040,昌金路分宜,jiangxi,,,G0060360320040,,,,,,G0060360320040,分宜收费站,JIANG_XI,114.684801,27.832758,G0060360320040,分宜收费站,jiangxi,RAMP_PLAZA,114.684801,27.832758,0
G0030610020020,豁口,shaanxi,109.113498,34.322818,G0030610020020,,,,,,G0030610020020,豁口收费站,SHAAN_XI,109.113259,34.322814,G0030610020020,豁口收费站,shaanxi,RAMP_PLAZA,109.113259,34.322814,0
G0030610030040,咸阳,shaanxi,108.422745,34.184444,G0030610030040,,,,,,G0030610030040,咸阳收费站,SHAAN_XI,108.712339,34.310988,G0030610030040,咸阳收费站,shaanxi,RAMP_PLAZA,108.712339,34.310988,0
G0015350090060,常山,fujian,,,G0015350090060,2110031735,常山收费站,fujian,117.37956,23.88841,G0015350090060,常山收费站,FU_JIAN,117.379338,23.888226,G0015350090060,常山收费站,fujian,MAIN_LINE_PLAZA,117.379338,23.888226,0
S1522350010020,福州新港,fujian,,,S1522350010020,,,,,,S1522350010020,新港收费站,HU_NAN,112.953128,28.324971,S1522350010020,新港收费站,fujian,MAIN_LINE_PLAZA,112.953128,28.324971,0
G1501350020020,桂湖,fujian,,,G1501350020020,,,,,,G1501350020020,福州北(桂湖)收费站,FU_JIAN,119.357081,26.221901,G1501350020020,福州北(桂湖)收费站,fujian,MAIN_LINE_PLAZA,119.357081,26.221901,0
G1502350010030,石狮北石湖,fujian,,,G1502350010030,,,,,,G1502350010030,石狮北(石湖港)收费站,FU_JIAN,118.682084,24.789332,G1502350010030,石狮北(石湖港)收费站,fujian,MAIN_LINE_PLAZA,118.682084,24.789332,0
G1502350040030,南安官桥,fujian,,,G1502350040030,2110056185,南安官桥收费站,fujian,118.40676,24.80511,G1502350040030,南安官桥收费站,FU_JIAN,118.406737,24.805036,G1502350040030,南安官桥收费站,fujian,MAIN_LINE_PLAZA,118.406737,24.805036,0
G15W3350030010,罗源湾,fujian,,,G15W3350030010,,,,,,G15W3350030010,罗源湾收费站,FU_JIAN,119.615921,26.465321,G15W3350030010,罗源湾收费站,fujian,MAIN_LINE_PLAZA,119.615921,26.465321,0
S0012350040040,雁石,fujian,,,S0012350040040,2110041021,雁石收费站,fujian,117.16811,25.24816,S0012350040040,雁石收费站,FU_JIAN,117.168094,25.248243,S0012350040040,雁石收费站,fujian,MAIN_LINE_PLAZA,117.168094,25.248243,0
G0030410050070,豫灵,henan,,,G0030410050070,2110022802,豫灵收费站,henan,110.44458,34.57679,G0030410050070,豫灵收费站,HE_NAN,110.444672,34.576766,G0030410050070,豫灵收费站,henan,RAMP_PLAZA,110.444672,34.576766,0
G0045410090020,息县,henan,,,G0045410090020,2110022611,息县收费站,henan,114.84891,32.36601,G0045410090020,息县收费站,HE_NAN,114.848805,32.366096,G0045410090020,息县收费站,henan,RAMP_PLAZA,114.848805,32.366096,0
G0030610010110,兵马俑,shaanxi,109.22521,34.403903,G0030610010110,,,,,,G0030610010110,兵马俑收费站,SHAAN_XI,109.225201,34.403883,G0030610010110,兵马俑收费站,shaanxi,RAMP_PLAZA,109.225201,34.403883,0
G0040610010030,过凤楼,shaanxi,110.778975,33.435333,G0040610010030,,,,,,G0040610010030,过风楼收费站,SHAAN_XI,110.784509,33.433987,G0040610010030,过风楼收费站,shaanxi,RAMP_PLAZA,110.784509,33.433987,0
G0065610020020,西左界,shaanxi,109.351838,38.131823,G0065610020020,,,,,,G0065610020020,西左界收费站,SHAAN_XI,109.357481,38.132421,G0065610020020,西左界收费站,shaanxi,RAMP_PLAZA,109.357481,38.132421,0
G0040610020060,玉山,shaanxi,109.489185,34.202153,G0040610020060,,,,,,G0040610020060,玉山收费站,SHAAN_XI,109.482548,34.196173,G0040610020060,玉山收费站,shaanxi,RAMP_PLAZA,109.482548,34.196173,0
G0065610010020,红碱淖,shaanxi,109.786896,38.995044,G0065610010020,,,,,,G0065610010020,红碱淖收费站,SHAAN_XI,109.791919,38.995813,G0065610010020,红碱淖收费站,shaanxi,RAMP_PLAZA,109.791919,38.995813,0
G030N610010060,太平,shaanxi,108.729467,34.504089,G030N610010060,,,,,,G030N610010060,太平收费站,SHAAN_XI,108.729115,34.504153,G030N610010060,太平收费站,shaanxi,RAMP_PLAZA,108.729115,34.504153,0
G0108610040010,烟霞,shaanxi,108.558036,34.583246,G0108610040010,,,,,,G0108610040010,烟霞收费站,SHAAN_XI,108.551548,34.577495,G0108610040010,烟霞收费站,shaanxi,MAIN_LINE_PLAZA,108.551548,34.577495,0
G1812610010010,府谷,shaanxi,110.966889,38.961672,G1812610010010,,,,,,G1812610010010,府谷收费站,SHAAN_XI,110.977667,38.964291,G1812610010010,府谷收费站,shaanxi,PROVINCE_STATION_INDEPENDENT,110.977667,38.964291,0
G065W610010050,羊泉,shaanxi,109.221413,35.884463,G065W610010050,,,,,,G065W610010050,羊泉收费站,SHAAN_XI,109.215424,35.878099,G065W610010050,羊泉收费站,shaanxi,RAMP_PLAZA,109.215424,35.878099,0
G065W610030030,新兴,shaanxi,108.913796,34.739781,G065W610030030,,,,,,G065W610030030,新兴收费站,SHAAN_XI,108.918747,34.738328,G065W610030030,新兴收费站,shaanxi,RAMP_PLAZA,108.918747,34.738328,0
G4213610010030,平利东,shaanxi,109.413178,32.371937,G4213610010030,,,,,,G4213610010030,平利东收费站,SHAAN_XI,109.41152,32.373257,G4213610010030,平利东收费站,shaanxi,RAMP_PLAZA,109.41152,32.373257,0
G065W610030050,泾阳,shaanxi,108.433125,34.303326,G065W610030050,,,,,,G065W610030050,泾阳收费站,SHAAN_XI,108.9157,34.522188,G065W610030050,泾阳收费站,shaanxi,RAMP_PLAZA,108.9157,34.522188,0
G0005510050080,成雅蒲江,sichuan,,,G0005510050080,,,,,,G0005510050080,蒲江收费站,SI_CHUAN,103.526048,30.199627,G0005510050080,蒲江收费站,sichuan,RAMP_PLAZA,103.526048,30.199627,0
G5013510010040,养马,sichuan,,,G5013510010040,,,,,,G5013510010040,养马收费站,SI_CHUAN,104.479056,30.534178,G5013510010040,养马收费站,sichuan,RAMP_PLAZA,104.479056,30.534178,0
G0076510010110,成渝资阳,sichuan,,,G0076510010110,,,,,,G0076510010110,资阳收费站,SI_CHUAN,104.60561,30.127797,G0076510010110,资阳收费站,sichuan,RAMP_PLAZA,104.60561,30.127797,0
G0076510010060,成渝资中,sichuan,,,G0076510010060,,,,,,G0076510010060,资中收费站,SI_CHUAN,104.836776,29.757699,G0076510010060,资中收费站,sichuan,RAMP_PLAZA,104.836776,29.757699,0
G0094440010050,马岭,guangdong,113.110003,23.462632,G0094440010050,,,,,,G0094440010050,马岭收费站,GUANG_DONG,113.115087,23.460935,G0094440010050,马岭收费站,guangdong,RAMP_PLAZA,113.115087,23.460935,0
G1012230020060,米都机场,heilongjiang,132.4058,47.711,G1012230020060,,,,,,G1012230020060,米都机场收费站,HEI_LONG_JIANG,132.690831,47.122289,G1012230020060,米都机场收费站,heilongjiang,RAMP_PLAZA,132.690831,47.122289,0
S0017370010020,大辛店,shandong,,,S0017370010020,,,,,,S0017370010020,大辛店收费站,SHAN_DONG,120.9006,37.579818,S0017370010020,大辛店收费站,shandong,RAMP_PLAZA,120.9006,37.579818,0
S0024330010080,枫桥南,zhejiang,120.39402,29.76938,S0024330010080,2110011550,枫桥南收费站,zhejiang,120.39886,29.76714,S0024330010080,枫桥南收费站,ZHE_JIANG,120.39886,29.767326,S0024330010080,枫桥南收费站,zhejiang,RAMP_PLAZA,120.39886,29.767326,0
G0060330020080,浦江,zhejiang,120.02752,29.43723,G0060330020080,2110011809,浦江收费站,zhejiang,120.0251,29.43764,G0060330020080,浦江收费站,ZHE_JIANG,120.024982,29.437824,G0060330020080,浦江收费站,zhejiang,RAMP_PLAZA,120.024982,29.437824,0
G0015330110030,乐成,zhejiang,120.975038,28.089717,G0015330110030,,,,,,G0015330110030,乐成收费站,ZHE_JIANG,120.999948,28.12843,G0015330110030,乐成收费站,zhejiang,RAMP_PLAZA,120.999948,28.12843,0
G0060330020070,郑家坞,zhejiang,120.07538,29.501342,G0060330020070,2110011940,郑家坞收费站,zhejiang,120.08002,29.50141,G0060330020070,郑家坞收费站,ZHE_JIANG,120.079962,29.501362,G0060330020070,郑家坞收费站,zhejiang,RAMP_PLAZA,120.079962,29.501362,0
G0092330010110,牟山付,zhejiang,120.979315,30.067365,G0092330010110,,,,,,G0092330010110,牟山收费站,ZHE_JIANG,120.98346,30.064746,G0092330010110,牟山收费站,zhejiang,RAMP_PLAZA,120.98346,30.064746,0
G0025330040090,海口,zhejiang,120.07979,28.320322,G0025330040090,2110011486,海口收费站,zhejiang,120.07323,28.3146,G0025330040090,海口收费站,ZHE_JIANG,120.073294,28.314716,G0025330040090,海口收费站,zhejiang,RAMP_PLAZA,120.073294,28.314716,0
S0012330010010,浙沪北主线,zhejiang,120.870367,30.905253,S0012330010010,2110011404,浙沪北主线收费站,zhejiang,120.98275,30.93959,S0012330010010,浙沪北主线收费站,ZHE_JIANG,120.982492,30.939715,S0012330010010,浙沪北主线收费站,zhejiang,PROVINCE_STATION_COMMON,120.982492,30.939715,0
S0012330010040,天凝,zhejiang,120.867678,30.899582,S0012330010040,2110011291,天凝收费站,zhejiang,120.8479,30.88177,S0012330010040,天凝收费站,ZHE_JIANG,120.847866,30.881809,S0012330010040,天凝收费站,zhejiang,RAMP_PLAZA,120.847866,30.881809,0
G1512330030070,傅村,zhejiang,119.877688,29.233192,G1512330030070,2110011938,傅村收费站,zhejiang,119.87827,29.23048,G1512330030070,傅村收费站,ZHE_JIANG,119.878164,29.230551,G1512330030070,傅村收费站,zhejiang,RAMP_PLAZA,119.878164,29.230551,0
S0013330010060,塘栖,zhejiang,120.152669,30.462618,S0013330010060,2110011491,塘栖收费站,zhejiang,120.1576,30.4604,S0013330010060,塘栖收费站,ZHE_JIANG,120.157722,30.460292,S0013330010060,塘栖收费站,zhejiang,RAMP_PLAZA,120.157722,30.460292,0
G0056330010120,临安,zhejiang,119.746042,30.222462,G0056330010120,2110011350,临安收费站,zhejiang,119.75095,30.21984,G0056330010120,临安收费站,ZHE_JIANG,119.750735,30.220381,G0056330010120,临安收费站,zhejiang,RAMP_PLAZA,119.750735,30.220381,0
G1501330020030,横街,zhejiang,121.244364,29.510621,G1501330020030,2110011346,横街收费站,zhejiang,121.4167,29.84981,G1501330020030,横街收费站,ZHE_JIANG,121.416603,29.849876,G1501330020030,横街收费站,zhejiang,RAMP_PLAZA,121.416603,29.849876,0
G060N330020060,池淮,zhejiang,118.28819,29.09434,G060N330020060,,,,,,G060N330020060,池淮收费站,ZHE_JIANG,118.288146,29.094315,G060N330020060,池淮收费站,zhejiang,RAMP_PLAZA,118.288146,29.094315,0
G0001220020010,净月,jilin,43.839665,125.416731,G0001220020010,2110021658,净月收费站,jilin,125.41026,43.8355,G0001220020010,净月收费站,JI_LIN,125.410431,43.835465,G0001220020010,净月收费站,jilin,RAMP_PLAZA,125.410431,43.835465,0
G0011220010020,雁鸣湖,jilin,43.706948,128.701547,G0011220010020,,,,,,G0011220010020,雁鸣湖收费站,JI_LIN,128.590348,43.679289,G0011220010020,雁鸣湖收费站,jilin,RAMP_PLAZA,128.590348,43.679289,0
G0012220010030,平安,jilin,45.735485,122.568599,G0012220010030,2110021824,平安收费站,jilin,122.57138,45.7351,G0012220010030,平安收费站,JI_LIN,122.571478,45.735048,G0012220010030,平安收费站,jilin,RAMP_PLAZA,122.571478,45.735048,0
G0012220010140,松原西,jilin,45.102108,124.7576,G0012220010140,2110021471,松原西收费站,jilin,124.75035,45.09666,G0012220010140,松原西收费站,JI_LIN,124.750364,45.096232,G0012220010140,松原西收费站,jilin,RAMP_PLAZA,124.750364,45.096232,0
G0012220040010,九,jilin,43.937794,126.47975,G0012220040010,,,,,,G0012220040010,九站收费站,JI_LIN,126.469837,43.933791,G0012220040010,九站收费站,jilin,RAMP_PLAZA,126.469837,43.933791,0
G0012220050050,黄泥河,jilin,43.530917,128.029722,G0012220050050,2110021776,黄泥河收费站,jilin,128.01913,43.53619,G0012220050050,黄泥河收费站,JI_LIN,128.019227,43.536214,G0012220050050,黄泥河收费站,jilin,RAMP_PLAZA,128.019227,43.536214,0
G0012220060010,图们,jilin,43.047087,129.791263,G0012220060010,2110021491,图们收费站,jilin,129.79791,43.01747,G0012220060010,图们收费站,JI_LIN,129.798024,43.017421,G0012220060010,图们收费站,jilin,RAMP_PLAZA,129.798024,43.017421,0
G0025220030030,那木斯,jilin,43.470135,124.302149,G0025220030030,,,,,,G0025220030030,那木斯收费站,JI_LIN,123.568533,43.426777,G0025220030030,那木斯收费站,jilin,PROVINCE_STATION_COMMON,123.568533,43.426777,0
G0045220020080,兴隆,jilin,43.920758,123.863309,G0045220020080,2110021667,兴隆收费站,jilin,123.84967,43.91578,G0045220020080,兴隆收费站,JI_LIN,123.849681,43.915811,G0045220020080,兴隆收费站,jilin,RAMP_PLAZA,123.849681,43.915811,0
G1204220010010,陶家,jilin,45.563887,122.822666,G1204220010010,2110062098,陶家收费站,jilin,122.81585,45.54802,G1204220010010,陶家收费站,JI_LIN,122.816,45.548131,G1204220010010,陶家收费站,jilin,RAMP_PLAZA,122.816,45.548131,0
S0010220010020,英额布,jilin,41.736898,125.565816,S0010220010020,2110021511,英额布收费站,jilin,125.55943,41.73106,S0010220010020,英额布收费站,JI_LIN,125.559244,41.731085,S0010220010020,英额布收费站,jilin,RAMP_PLAZA,125.559244,41.731085,0
S0026220010010,乐山,jilin,43.581211,125.316264,S0026220010010,2110021711,乐山收费站,jilin,125.30904,43.57509,S0026220010010,乐山收费站,JI_LIN,125.308997,43.575122,S0026220010010,乐山收费站,jilin,RAMP_PLAZA,125.308997,43.575122,0
S0026220020010,营城子东,jilin,43.196269,125.523162,S0026220020010,2110021363,营城子东收费站,jilin,125.51658,43.18962,S0026220020010,营城子东收费站,JI_LIN,125.516441,43.189713,S0026220020010,营城子东收费站,jilin,RAMP_PLAZA,125.516441,43.189713,0
S0025520010020,沿河东,guizhou,,,S0025520010020,,,,,,S0025520010020,沿河东收费站,GUI_ZHOU,108.550869,28.564677,S0025520010020,沿河东收费站,guizhou,RAMP_PLAZA,108.550869,28.564677,0
S0035520010050,福泉东,guizhou,,,S0035520010050,2110062160,福泉东收费站,guizhou,107.53599,26.69198,S0035520010050,福泉东收费站,GUI_ZHOU,107.535537,26.692312,S0035520010050,福泉东收费站,guizhou,RAMP_PLAZA,107.535537,26.692312,0
G6001520010010,新添寨,guizhou,,,G6001520010010,2110014048,新添寨收费站,guizhou,106.76308,26.62586,G6001520010010,新添寨收费站,GUI_ZHOU,106.770325,26.628515,G6001520010010,新添寨收费站,guizhou,RAMP_PLAZA,106.770325,26.628515,0
G0060520060090,英武,guizhou,,,G0060520060090,2110014099,英武收费站,guizhou,104.83475,25.79147,G0060520060090,英武收费站,GUI_ZHOU,104.834692,25.791341,G0060520060090,英武收费站,guizhou,RAMP_PLAZA,104.834692,25.791341,0
S0030520040030,织金洞西,guizhou,,,S0030520040030,2110050375,织金洞西收费站,guizhou,105.86641,26.78863,S0030520040030,织金洞西收费站,GUI_ZHOU,105.866389,26.788547,S0030520040030,织金洞西收费站,guizhou,RAMP_PLAZA,105.866389,26.788547,0
S0077520010010,发耳,guizhou,,,S0077520010010,2110053297,发耳收费站,guizhou,104.79331,26.31021,S0077520010010,发耳收费站,GUI_ZHOU,104.793345,26.310166,S0077520010010,发耳收费站,guizhou,RAMP_PLAZA,104.793345,26.310166,0
G0025440080020,西坑,guangdong,114.214349,22.607261,G0025440080020,,,,,,G0025440080020,西坑收费站,GUANG_DONG,,,G0025440080020,西坑收费站,guangdong,MAIN_LINE_PLAZA,114.214349,22.607261,1
G0094440030040,共和匝,guangdong,113.001689,22.591191,G0094440030040,,,,,,G0094440030040,共和匝收费站,GUANG_DONG,112.890029,22.585771,G0094440030040,共和匝收费站,guangdong,RAMP_PLAZA,112.890029,22.585771,0
